Code,Problem Name,Obj Value
opt,normalized-myciel5g-6_wcsp,0
opt,normalized-neos-1109824,378
opt,normalized-neos-1440225,36
best,normalized-neos-1616732,159
best,normalized-neos-1620770,9
opt,normalized-neos-506428,1
opt,normalized-neos-538867,122
opt,normalized-neos-544324,15
opt,normalized-neos-547911,13
best,normalized-neos-631710,556
opt,normalized-neos-777800,-80
inf,normalized-neos-785912,
inf,normalized-neos-859770,
opt,normalized-neos-957389,3
opt,normalized-neos18,16
inf,normalized-neos788725,
inf,normalized-ns1686196,
opt,normalized-ns1688347,27
inf,normalized-ns1745726,
inf,normalized-ns1769397,
best,normalized-ns1853823,142
best,normalized-ns894236,18
best,normalized-ns894244,16
opt,normalized-ns894788,7
opt,normalized-ooo.burch_dill.2.accl.ucl--soft-0-100-0,1
opt,normalized-ooo.burch_dill.2.accl.ucl--soft-33-100-0,1
opt,normalized-ooo.burch_dill.2.accl.ucl--soft-66-100-0,1
opt,normalized-ooo.burch_dill.3.accl.ucl--soft-0-100-0,1
opt,normalized-ooo.burch_dill.3.accl.ucl--soft-33-100-0,1
opt,normalized-ooo.burch_dill.3.accl.ucl--soft-66-100-0,1
opt,normalized-ooo.burch_dill.4.accl.ucl--soft-0-100-0,1
opt,normalized-ooo.burch_dill.4.accl.ucl--soft-33-100-0,1
opt,normalized-ooo.burch_dill.4.accl.ucl--soft-66-100-0,1
opt,normalized-ooo.burch_dill.8.accl.ucl--soft-66-100-0,1
opt,normalized-ooo.rf10.ucl--soft-66-100-0,1
inf,normalized-ooo.rf6.ucl,
opt,normalized-ooo.rf6.ucl--soft-0-100-0,1
opt,normalized-ooo.rf6.ucl--soft-33-100-0,1
opt,normalized-ooo.rf6.ucl--soft-66-100-0,2
inf,normalized-ooo.rf7.ucl,
opt,normalized-ooo.rf7.ucl--soft-0-100-0,1
opt,normalized-ooo.rf7.ucl--soft-33-100-0,1
opt,normalized-ooo.rf7.ucl--soft-66-100-0,1
opt,normalized-ooo.rf8.ucl--soft-0-100-0,1
opt,normalized-ooo.rf8.ucl--soft-33-100-0,1
opt,normalized-ooo.rf8.ucl--soft-66-100-0,1
opt,normalized-ooo.rf9.ucl--soft-66-100-0,1
opt,normalized-ooo.tag10.ucl--soft-33-100-0,1
opt,normalized-ooo.tag10.ucl--soft-66-100-0,1
opt,normalized-ooo.tag12.ucl--soft-66-100-0,1
inf,normalized-ooo.tag8.ucl,
opt,normalized-ooo.tag8.ucl--soft-0-100-0,1
opt,normalized-ooo.tag8.ucl--soft-33-100-0,1
opt,normalized-ooo.tag8.ucl--soft-66-100-0,2
opt,normalized-opt-market-split_4_30_1,2
opt,normalized-opt-market-split_4_30_2,1
opt,normalized-opt-market-split_4_30_3,2
opt,normalized-opt-market-split_4_30_4,1
opt,normalized-opt-market-split_5_40_1,0
best,normalized-opt-market-split_5_40_2,1
opt,normalized-opt-market-split_5_40_3,0
best,normalized-opt-market-split_5_40_4,1
best,normalized-opt-market-split_6_50_1,2
best,normalized-opt-market-split_6_50_2,3
best,normalized-opt-market-split_6_50_3,1
best,normalized-opt-market-split_6_50_4,2
best,normalized-opt-market-split_7_60_1,8
best,normalized-opt-market-split_7_60_2,8
best,normalized-opt-market-split_7_60_3,8
best,normalized-opt-market-split_7_60_4,7
best,normalized-opt-market-split_8_70_1,10
best,normalized-opt-market-split_8_70_2,12
best,normalized-opt-market-split_8_70_3,11
best,normalized-opt-market-split_8_70_4,15
opt,normalized-opus.r,5
best,normalized-p6b,-63
opt,normalized-par16-1,1015
opt,normalized-par16-1-c,317
opt,normalized-par16-2,1015
opt,normalized-par16-2-c,349
opt,normalized-par16-3,1015
opt,normalized-par16-3-c,334
opt,normalized-par16-4,1015
opt,normalized-par16-4-c,324
opt,normalized-par16-5,1015
opt,normalized-par16-5-c,341
best,normalized-par32-5,3176
opt,normalized-par8-1-c,64
opt,normalized-par8-2,350
opt,normalized-pb-simp-nonunif,42
opt,normalized-pdc.r,94
opt,normalized-ped2.B.recomb1-0.01-1,7
opt,normalized-ped2.B.recomb1-0.01-2,7
opt,normalized-ped2.B.recomb1-0.01-3,6
opt,normalized-ped2.B.recomb1-0.01-4,7
opt,normalized-ped2.B.recomb1-0.01-5,7
opt,normalized-pigeon-cardinality-101-100--soft-0-100-0,1
opt,normalized-pigeon-cardinality-101-100--soft-33-100-0,1
opt,normalized-pigeon-cardinality-101-100--soft-66-100-0,1
opt,normalized-pigeon-cardinality-105-100--soft-0-100-0,1
opt,normalized-pigeon-cardinality-105-100--soft-33-100-0,3
opt,normalized-pigeon-cardinality-105-100--soft-66-100-0,4
opt,normalized-pigeon-cardinality-11-10--soft-0-100-0,1
opt,normalized-pigeon-cardinality-11-10--soft-33-100-0,1
opt,normalized-pigeon-cardinality-11-10--soft-66-100-0,1
opt,normalized-pigeon-cardinality-15-10--soft-0-100-0,2
opt,normalized-pigeon-cardinality-15-10--soft-33-100-0,2
opt,normalized-pigeon-cardinality-15-10--soft-66-100-0,35
opt,normalized-pigeon-cardinality-21-20--soft-0-100-0,1
opt,normalized-pigeon-cardinality-21-20--soft-33-100-0,1
opt,normalized-pigeon-cardinality-21-20--soft-66-100-0,1
opt,normalized-pigeon-cardinality-25-20--soft-0-100-0,4
opt,normalized-pigeon-cardinality-25-20--soft-33-100-0,7
opt,normalized-pigeon-cardinality-25-20--soft-66-100-0,7
opt,normalized-pigeon-cardinality-31-30--soft-0-100-0,1
opt,normalized-pigeon-cardinality-31-30--soft-33-100-0,1
opt,normalized-pigeon-cardinality-31-30--soft-66-100-0,1
opt,normalized-pigeon-cardinality-35-30--soft-0-100-0,3
opt,normalized-pigeon-cardinality-35-30--soft-33-100-0,9
opt,normalized-pigeon-cardinality-35-30--soft-66-100-0,23
opt,normalized-pigeon-cardinality-41-40--soft-0-100-0,1
opt,normalized-pigeon-cardinality-41-40--soft-33-100-0,1
opt,normalized-pigeon-cardinality-41-40--soft-66-100-0,1
opt,normalized-pigeon-cardinality-45-40--soft-0-100-0,3
opt,normalized-pigeon-cardinality-45-40--soft-33-100-0,10
opt,normalized-pigeon-cardinality-45-40--soft-66-100-0,23
opt,normalized-pigeon-cardinality-51-50--soft-0-100-0,1
opt,normalized-pigeon-cardinality-51-50--soft-33-100-0,1
opt,normalized-pigeon-cardinality-51-50--soft-66-100-0,1
opt,normalized-pigeon-cardinality-55-50--soft-0-100-0,2
opt,normalized-pigeon-cardinality-55-50--soft-33-100-0,1
opt,normalized-pigeon-cardinality-55-50--soft-66-100-0,9
opt,normalized-pigeon-cardinality-61-60--soft-0-100-0,1
opt,normalized-pigeon-cardinality-61-60--soft-33-100-0,1
opt,normalized-pigeon-cardinality-61-60--soft-66-100-0,1
opt,normalized-pigeon-cardinality-65-60--soft-0-100-0,1
opt,normalized-pigeon-cardinality-65-60--soft-33-100-0,1
opt,normalized-pigeon-cardinality-65-60--soft-66-100-0,4
opt,normalized-pigeon-cardinality-71-70--soft-0-100-0,1
opt,normalized-pigeon-cardinality-71-70--soft-33-100-0,1
opt,normalized-pigeon-cardinality-71-70--soft-66-100-0,1
opt,normalized-pigeon-cardinality-75-70--soft-0-100-0,1
opt,normalized-pigeon-cardinality-75-70--soft-33-100-0,6
opt,normalized-pigeon-cardinality-75-70--soft-66-100-0,1
opt,normalized-pigeon-cardinality-81-80--soft-0-100-0,1
opt,normalized-pigeon-cardinality-81-80--soft-33-100-0,1
opt,normalized-pigeon-cardinality-81-80--soft-66-100-0,1
opt,normalized-pigeon-cardinality-85-80--soft-0-100-0,1
opt,normalized-pigeon-cardinality-85-80--soft-33-100-0,1
opt,normalized-pigeon-cardinality-85-80--soft-66-100-0,1
opt,normalized-pigeon-cardinality-91-90--soft-0-100-0,1
opt,normalized-pigeon-cardinality-91-90--soft-33-100-0,1
opt,normalized-pigeon-cardinality-91-90--soft-66-100-0,1
opt,normalized-pigeon-cardinality-95-90--soft-0-100-0,1
opt,normalized-pigeon-cardinality-95-90--soft-33-100-0,1
opt,normalized-pigeon-cardinality-95-90--soft-66-100-0,2
inf,normalized-pigeon-clauses-11-10,
inf,normalized-pigeon-clauses-15-10,
opt,normalized-pret150_25_ext,1
opt,normalized-pret150_40_ext,1
opt,normalized-pret150_60_ext,1
opt,normalized-pret150_75_ext,1
opt,normalized-pret60_25_ext,1
opt,normalized-pret60_40_ext,1
opt,normalized-pret60_60_ext,1
opt,normalized-pret60_75_ext,1
opt,normalized-prom2.pi,287
opt,normalized-prom2.r,278
best,normalized-protfold,-26
best,normalized-queens-30,-40
inf,normalized-rand00ebc7.cudf.paranoid,
opt,normalized-rand085d8a.cudf.paranoid,10580
opt,normalized-rand0a62b6.cudf.paranoid,6943
opt,normalized-rand0c02bc.cudf.paranoid,8730
opt,normalized-rand18b530.cudf.paranoid,6563
inf,normalized-rand199fd6.cudf.paranoid,
inf,normalized-rand271a0d.cudf.paranoid,
opt,normalized-rand27da90.cudf.paranoid,11364
opt,normalized-rand2d8467.cudf.paranoid,13125
opt,normalized-rand35d0c8.cudf.paranoid,5656
opt,normalized-rand362510.cudf.paranoid,1964
opt,normalized-rand3c03fd.cudf.paranoid,4927
opt,normalized-rand4a23d9.cudf.paranoid,6114
opt,normalized-rand4b919e.cudf.paranoid,5116
opt,normalized-rand4bf850.cudf.paranoid,10949
opt,normalized-rand5d20db.cudf.paranoid,5106
inf,normalized-rand65d021.cudf.paranoid,
opt,normalized-rand71b131.cudf.paranoid,5657
opt,normalized-rand767898.cudf.paranoid,4821
opt,normalized-rand902db1.cudf.paranoid,0
opt,normalized-rand9ffe99.cudf.paranoid,4905
opt,normalized-randa09fe9.cudf.paranoid,9469
opt,normalized-randa2004a.cudf.paranoid,1859
inf,normalized-randa491d5.cudf.paranoid,
opt,normalized-randa6997e.cudf.paranoid,5898
inf,normalized-randaef248.cudf.paranoid,
opt,normalized-randaefc7c.cudf.paranoid,0
opt,normalized-randb54299.cudf.paranoid,11142
opt,normalized-randb87834.cudf.paranoid,11434
opt,normalized-randbccf2d.cudf.paranoid,6128
opt,normalized-randc18b26.cudf.paranoid,10655
inf,normalized-randc5b1f2.cudf.paranoid,
opt,normalized-randc5fe62.cudf.paranoid,1882
opt,normalized-randc7f8e5.cudf.paranoid,9465
opt,normalized-randcebca4.cudf.paranoid,6576
opt,normalized-randd1cab2.cudf.paranoid,15492
opt,normalized-randd7b2b4.cudf.paranoid,4750
opt,normalized-randd92c9f.cudf.paranoid,6259
opt,normalized-randec6fe1.cudf.paranoid,9316
opt,normalized-randf66c83.cudf.paranoid,4917
opt,normalized-randf794d2.cudf.paranoid,8228
inf,normalized-randf7d077.cudf.paranoid,
opt,normalized-randfd04d4.cudf.paranoid,3511
inf,normalized-randfe95e3.cudf.paranoid,
opt,normalized-rd73.b,4
opt,normalized-rd84.b,5
opt,normalized-reduced-fir03_trarea_ac,11452
opt,normalized-reduced-fir04_trarea_ac,12940
opt,normalized-reduced-fir05_trarea_ac,23670
opt,normalized-reduced-fir06_trarea_ac,4812
opt,normalized-reduced-fir07_trarea_ac,15079
opt,normalized-reduced-fir08_trarea_ac,1769
opt,normalized-reduced-fir09_trarea_ac,8781
opt,normalized-reduced-fir10_trarea_ac,1646
inf,normalized-reduced-mps-v2-20-10-80bau3b,
inf,normalized-reduced-mps-v2-20-10-B2C1S1,
inf,normalized-reduced-mps-v2-20-10-NSR8K,
best,normalized-reduced-mps-v2-20-10-UMTS,184
inf,normalized-reduced-mps-v2-20-10-a1c1s1,
opt,normalized-reduced-mps-v2-20-10-adlittle,-1
opt,normalized-reduced-mps-v2-20-10-afiro,-66
best,normalized-reduced-mps-v2-20-10-aflow30a,1171
best,normalized-reduced-mps-v2-20-10-aflow40b,8046
best,normalized-reduced-mps-v2-20-10-agg,-8187
opt,normalized-reduced-mps-v2-20-10-air01,1496
opt,normalized-reduced-mps-v2-20-10-air02,313
opt,normalized-reduced-mps-v2-20-10-air03,6502
opt,normalized-reduced-mps-v2-20-10-air04,5777
opt,normalized-reduced-mps-v2-20-10-air05,3567
opt,normalized-reduced-mps-v2-20-10-air06,5727
inf,normalized-reduced-mps-v2-20-10-arki001,
inf,normalized-reduced-mps-v2-20-10-atlanta-ip,
inf,normalized-reduced-mps-v2-20-10-bal8x12,
inf,normalized-reduced-mps-v2-20-10-bandm,
inf,normalized-reduced-mps-v2-20-10-bc1,
best,normalized-reduced-mps-v2-20-10-beaconfd,287
best,normalized-reduced-mps-v2-20-10-bell3a,229
best,normalized-reduced-mps-v2-20-10-bell3b,621
best,normalized-reduced-mps-v2-20-10-bell4,920
best,normalized-reduced-mps-v2-20-10-bell5,577
opt,normalized-reduced-mps-v2-20-10-berlin_5_8_0,2
inf,normalized-reduced-mps-v2-20-10-biella1,
opt,normalized-reduced-mps-v2-20-10-bienst1,5
best,normalized-reduced-mps-v2-20-10-bienst2,6
opt,normalized-reduced-mps-v2-20-10-bk4x3,14
opt,normalized-reduced-mps-v2-20-10-blend,-24
opt,normalized-reduced-mps-v2-20-10-blend2,69347
best,normalized-reduced-mps-v2-20-10-blp-ic97,263178
best,normalized-reduced-mps-v2-20-10-blp-ir98,262735
inf,normalized-reduced-mps-v2-20-10-bnl1,
inf,normalized-reduced-mps-v2-20-10-bnl2,
best,normalized-reduced-mps-v2-20-10-boeing1,-17
best,normalized-reduced-mps-v2-20-10-boeing2,-135
inf,normalized-reduced-mps-v2-20-10-bore3d,
inf,normalized-reduced-mps-v2-20-10-brandy,
best,normalized-reduced-mps-v2-20-10-capri,222748
opt,normalized-reduced-mps-v2-20-10-core2536-691,384
best,normalized-reduced-mps-v2-20-10-core2586-950,532
best,normalized-reduced-mps-v2-20-10-core4284-1064,613
best,normalized-reduced-mps-v2-20-10-core4872-1529,902
best,normalized-reduced-mps-v2-20-10-cycle,-1
inf,normalized-reduced-mps-v2-20-10-czprob,
inf,normalized-reduced-mps-v2-20-10-d2q06c,
inf,normalized-reduced-mps-v2-20-10-d6cube,
best,normalized-reduced-mps-v2-20-10-danoint,27
inf,normalized-reduced-mps-v2-20-10-dc1c,
best,normalized-reduced-mps-v2-20-10-dc1l,574
best,normalized-reduced-mps-v2-20-10-dcmulti,201
inf,normalized-reduced-mps-v2-20-10-degen2,
inf,normalized-reduced-mps-v2-20-10-degen3,
inf,normalized-reduced-mps-v2-20-10-dolom1,
inf,normalized-reduced-mps-v2-20-10-e226,
opt,normalized-reduced-mps-v2-20-10-egout,109
opt,normalized-reduced-mps-v2-20-10-enigma,0
best,normalized-reduced-mps-v2-20-10-etamacro,-264
inf,normalized-reduced-mps-v2-20-10-fffff800,
opt,normalized-reduced-mps-v2-20-10-fiber,4372
best,normalized-reduced-mps-v2-20-10-fit1d,0
opt,normalized-reduced-mps-v2-20-10-fit1p,0
best,normalized-reduced-mps-v2-20-10-fit2d,0
opt,normalized-reduced-mps-v2-20-10-fit2p,0
opt,normalized-reduced-mps-v2-20-10-fixnet3,203
opt,normalized-reduced-mps-v2-20-10-fixnet4,161
opt,normalized-reduced-mps-v2-20-10-fixnet6,98
opt,normalized-reduced-mps-v2-20-10-flugpl,91
best,normalized-reduced-mps-v2-20-10-gen,131
best,normalized-reduced-mps-v2-20-10-gesa2,242
best,normalized-reduced-mps-v2-20-10-gesa2-o,246
best,normalized-reduced-mps-v2-20-10-gesa3,138
best,normalized-reduced-mps-v2-20-10-gesa3_o,89
best,normalized-reduced-mps-v2-20-10-glass4,834
inf,normalized-reduced-mps-v2-20-10-gr4x6,
best,normalized-reduced-mps-v2-20-10-grow15,0
best,normalized-reduced-mps-v2-20-10-grow22,0
best,normalized-reduced-mps-v2-20-10-grow7,0
opt,normalized-reduced-mps-v2-20-10-gt2,3591
opt,normalized-reduced-mps-v2-20-10-harp2,-8820
opt,normalized-reduced-mps-v2-20-10-israel,-41
opt,normalized-reduced-mps-v2-20-10-kb2,-293850
best,normalized-reduced-mps-v2-20-10-khb05250,121
best,normalized-reduced-mps-v2-20-10-liu,1664
best,normalized-reduced-mps-v2-20-10-markshare1,2
opt,normalized-reduced-mps-v2-20-10-markshare1_1,0
best,normalized-reduced-mps-v2-20-10-markshare2,3
opt,normalized-reduced-mps-v2-20-10-markshare2_1,0
opt,normalized-reduced-mps-v2-20-10-maros,12
best,normalized-reduced-mps-v2-20-10-maros-r7,51973
opt,normalized-reduced-mps-v2-20-10-mas74,1
opt,normalized-reduced-mps-v2-20-10-mas76,1
opt,normalized-reduced-mps-v2-20-10-misc01,262288
opt,normalized-reduced-mps-v2-20-10-misc02,262571
opt,normalized-reduced-mps-v2-20-10-misc03,262989
inf,normalized-reduced-mps-v2-20-10-misc05,
opt,normalized-reduced-mps-v2-20-10-misc06,0
opt,normalized-reduced-mps-v2-20-10-misc07,262858
best,normalized-reduced-mps-v2-20-10-mkc,-4694
best,normalized-reduced-mps-v2-20-10-mkc1,-2740
best,normalized-reduced-mps-v2-20-10-mod011,0
opt,normalized-reduced-mps-v2-20-10-mod013,19
opt,normalized-reduced-mps-v2-20-10-modglob,104
best,normalized-reduced-mps-v2-20-10-modszk1,161
inf,normalized-reduced-mps-v2-20-10-momentum1,
inf,normalized-reduced-mps-v2-20-10-momentum2,
best,normalized-reduced-mps-v2-20-10-momentum3,410088
inf,normalized-reduced-mps-v2-20-10-msc98-ip,
inf,normalized-reduced-mps-v2-20-10-n3700,
inf,normalized-reduced-mps-v2-20-10-n3701,
inf,normalized-reduced-mps-v2-20-10-n3702,
inf,normalized-reduced-mps-v2-20-10-n3703,
inf,normalized-reduced-mps-v2-20-10-n3704,
inf,normalized-reduced-mps-v2-20-10-n3705,
inf,normalized-reduced-mps-v2-20-10-n3706,
inf,normalized-reduced-mps-v2-20-10-n3707,
inf,normalized-reduced-mps-v2-20-10-n3708,
inf,normalized-reduced-mps-v2-20-10-n3709,
inf,normalized-reduced-mps-v2-20-10-n370a,
inf,normalized-reduced-mps-v2-20-10-n370b,
inf,normalized-reduced-mps-v2-20-10-n370c,
inf,normalized-reduced-mps-v2-20-10-n370e,
opt,normalized-reduced-mps-v2-20-10-nazareth,-174776
inf,normalized-reduced-mps-v2-20-10-neos11,
inf,normalized-reduced-mps-v2-20-10-neos12,
best,normalized-reduced-mps-v2-20-10-neos13,-21231
best,normalized-reduced-mps-v2-20-10-neos14,87587
best,normalized-reduced-mps-v2-20-10-neos15,256
inf,normalized-reduced-mps-v2-20-10-neos17,
opt,normalized-reduced-mps-v2-20-10-neos2,3
opt,normalized-reduced-mps-v2-20-10-neos20,-71
opt,normalized-reduced-mps-v2-20-10-neos3,2
opt,normalized-reduced-mps-v2-20-10-neos6,0
best,normalized-reduced-mps-v2-20-10-neos7,38
opt,normalized-reduced-mps-v2-20-10-noswot,-7
best,normalized-reduced-mps-v2-20-10-nsrand_ipx,275830
opt,normalized-reduced-mps-v2-20-10-nug08,18
opt,normalized-reduced-mps-v2-20-10-nw04,41
opt,normalized-reduced-mps-v2-20-10-p0282,104028
opt,normalized-reduced-mps-v2-20-10-p0291,7985
opt,normalized-reduced-mps-v2-20-10-p6000,-98107
inf,normalized-reduced-mps-v2-20-10-perold,
inf,normalized-reduced-mps-v2-20-10-pilot,
inf,normalized-reduced-mps-v2-20-10-pilot87,
opt,normalized-reduced-mps-v2-20-10-pipex,164393
opt,normalized-reduced-mps-v2-20-10-pk1,3
best,normalized-reduced-mps-v2-20-10-pp08a,135
best,normalized-reduced-mps-v2-20-10-pp08aCUTS,67
opt,normalized-reduced-mps-v2-20-10-qap10,29
inf,normalized-reduced-mps-v2-20-10-qiu,
best,normalized-reduced-mps-v2-20-10-qnet1,144
best,normalized-reduced-mps-v2-20-10-qnet1_o,155
opt,normalized-reduced-mps-v2-20-10-rail507,96
opt,normalized-reduced-mps-v2-20-10-ran10x10a,20
inf,normalized-reduced-mps-v2-20-10-ran10x10b,
inf,normalized-reduced-mps-v2-20-10-ran10x10c,
inf,normalized-reduced-mps-v2-20-10-ran10x12,
inf,normalized-reduced-mps-v2-20-10-ran10x26,
inf,normalized-reduced-mps-v2-20-10-ran12x12,
inf,normalized-reduced-mps-v2-20-10-ran12x21,
inf,normalized-reduced-mps-v2-20-10-ran13x13,
inf,normalized-reduced-mps-v2-20-10-ran14x18,
opt,normalized-reduced-mps-v2-20-10-ran16x16,35
opt,normalized-reduced-mps-v2-20-10-ran17x17,35
inf,normalized-reduced-mps-v2-20-10-ran4x64,
inf,normalized-reduced-mps-v2-20-10-ran6x43,
inf,normalized-reduced-mps-v2-20-10-ran8x32,
opt,normalized-reduced-mps-v2-20-10-recipe,-122522
best,normalized-reduced-mps-v2-20-10-rgn,2962
best,normalized-reduced-mps-v2-20-10-roll3000,261148
opt,normalized-reduced-mps-v2-20-10-rout,262400
opt,normalized-reduced-mps-v2-20-10-sample2,5
opt,normalized-reduced-mps-v2-20-10-sc105,-36
best,normalized-reduced-mps-v2-20-10-sc205,0
opt,normalized-reduced-mps-v2-20-10-sc50a,-44
opt,normalized-reduced-mps-v2-20-10-sc50b,-45
best,normalized-reduced-mps-v2-20-10-scagr7,-118
inf,normalized-reduced-mps-v2-20-10-scrs8,
opt,normalized-reduced-mps-v2-20-10-scsd1,2
best,normalized-reduced-mps-v2-20-10-sctap1,45
best,normalized-reduced-mps-v2-20-10-sctap2,102
best,normalized-reduced-mps-v2-20-10-sctap3,355
inf,normalized-reduced-mps-v2-20-10-seba,
best,normalized-reduced-mps-v2-20-10-set1al,787
best,normalized-reduced-mps-v2-20-10-set1ch,549
best,normalized-reduced-mps-v2-20-10-set1cl,726
best,normalized-reduced-mps-v2-20-10-seymour1,97279
inf,normalized-reduced-mps-v2-20-10-share1b,
opt,normalized-reduced-mps-v2-20-10-share2b,-52
best,normalized-reduced-mps-v2-20-10-ship04l,1776
best,normalized-reduced-mps-v2-20-10-ship04s,2333
best,normalized-reduced-mps-v2-20-10-ship08l,2684
inf,normalized-reduced-mps-v2-20-10-siena1,
best,normalized-reduced-mps-v2-20-10-sp97ic,494
best,normalized-reduced-mps-v2-20-10-sp98ar,890
best,normalized-reduced-mps-v2-20-10-sp98ic,501
inf,normalized-reduced-mps-v2-20-10-stair,
opt,normalized-reduced-mps-v2-20-10-standata,14
opt,normalized-reduced-mps-v2-20-10-standgub,14
opt,normalized-reduced-mps-v2-20-10-stocfor1,-172
opt,normalized-reduced-mps-v2-20-10-swath,262224
opt,normalized-reduced-mps-v2-20-10-swath1,262226
opt,normalized-reduced-mps-v2-20-10-swath2,262226
opt,normalized-reduced-mps-v2-20-10-swath3,262226
best,normalized-reduced-mps-v2-20-10-t1717,572
opt,normalized-reduced-mps-v2-20-10-testprob,262130
best,normalized-reduced-mps-v2-20-10-timtab1,147052
best,normalized-reduced-mps-v2-20-10-timtab2,197642
inf,normalized-reduced-mps-v2-20-10-trento1,
best,normalized-reduced-mps-v2-20-10-van,39649
best,normalized-reduced-mps-v2-20-10-vpm1,51
opt,normalized-reduced-mps-v2-20-10-vpm2,54
inf,normalized-reduced-mps-v2-20-10-vtp.base,
inf,normalized-reduced-mps-v2-20-10-wood1p,
opt,normalized-reduced-ws97-3,809
opt,normalized-ricks.r,5
opt,normalized-rot.b,115
opt,normalized-s3-3-3-1pb,36
opt,normalized-s3-3-3-2pb,36
opt,normalized-s3-3-3-3pb,36
opt,normalized-s3-3-3-4pb,36
opt,normalized-s3-3-3-5pb,34
opt,normalized-s4-4-3-10pb,70
opt,normalized-s4-4-3-1pb,62
opt,normalized-s4-4-3-2pb,64
opt,normalized-s4-4-3-3pb,62
opt,normalized-s4-4-3-4pb,60
opt,normalized-s4-4-3-5pb,60
opt,normalized-s4-4-3-6pb,66
opt,normalized-s4-4-3-7pb,64
opt,normalized-s4-4-3-8pb,36
opt,normalized-s4-4-3-9pb,68
opt,normalized-sao2.b,25
opt,normalized-saucier.r,6
opt,normalized-sbox_4_shg,22
best,normalized-sbox_8_shg,136253
opt,normalized-send_wcsp,0
best,normalized-seymour,425
opt,normalized-simp-nonunif-100_100.02,44
opt,normalized-simp-nonunif-100_100.07,37
opt,normalized-simp-nonunif-100_100.10,49
opt,normalized-simp-nonunif-100_100.11,38
opt,normalized-simp-nonunif-100_100.12,41
opt,normalized-simp-nonunif-100_100.14,42
opt,normalized-simp-unif-100_100.00,34
opt,normalized-simp-unif-100_100.08,34
opt,normalized-simple_wcsp,1
opt,normalized-sobel_wcsp,0
opt,normalized-spot5-404_wcsp,114
opt,normalized-spot5-54_wcsp,37
opt,normalized-spot5-8_wcsp,2
opt,normalized-ss97-2,939
opt,normalized-ss97-4,813
opt,normalized-ss97-6,304
inf,normalized-ssa0432-003,
opt,normalized-ssa0432-003_ext,1
inf,normalized-ssa2670-130,
inf,normalized-ssa2670-141,
opt,normalized-ssa2670-141_ext,1
inf,normalized-ssa6288-047,
opt,normalized-ssa7552-038,1448
opt,normalized-ssa7552-158,1327
opt,normalized-ssa7552-159,1327
opt,normalized-ssa7552-160,1359
opt,normalized-t2001.13queen13.1110966483--soft-0-100-0,19
opt,normalized-t2001.13queen13.1110966483--soft-33-100-0,1
opt,normalized-t2001.13queen13.1110966483--soft-66-100-0,51
opt,normalized-t2001.13queen13.1110966688--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110966688--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110966688--soft-66-100-0,19
opt,normalized-t2001.13queen13.1110967142--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110967142--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110967142--soft-66-100-0,1
opt,normalized-t2001.13queen13.1110967523--soft-0-100-0,3
opt,normalized-t2001.13queen13.1110967523--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110967523--soft-66-100-0,14
opt,normalized-t2001.13queen13.1110967729--soft-0-100-0,10
opt,normalized-t2001.13queen13.1110967729--soft-33-100-0,4
opt,normalized-t2001.13queen13.1110967729--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110968094--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110968094--soft-33-100-0,23
opt,normalized-t2001.13queen13.1110968094--soft-66-100-0,17
opt,normalized-t2001.13queen13.1110968561--soft-0-100-0,3
opt,normalized-t2001.13queen13.1110968561--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110968561--soft-66-100-0,19
opt,normalized-t2001.13queen13.1110968898--soft-0-100-0,3
opt,normalized-t2001.13queen13.1110968898--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110968898--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110969170--soft-0-100-0,17
opt,normalized-t2001.13queen13.1110969170--soft-33-100-0,14
opt,normalized-t2001.13queen13.1110969170--soft-66-100-0,49
opt,normalized-t2001.13queen13.1110969577--soft-0-100-0,4
opt,normalized-t2001.13queen13.1110969577--soft-33-100-0,12
opt,normalized-t2001.13queen13.1110969577--soft-66-100-0,58
opt,normalized-t2001.13queen13.1110969860--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110969860--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110969860--soft-66-100-0,22
opt,normalized-t2001.13queen13.1110970444--soft-0-100-0,8
opt,normalized-t2001.13queen13.1110970444--soft-33-100-0,10
opt,normalized-t2001.13queen13.1110970444--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110970631--soft-0-100-0,16
opt,normalized-t2001.13queen13.1110970631--soft-33-100-0,19
opt,normalized-t2001.13queen13.1110970631--soft-66-100-0,73
opt,normalized-t2001.13queen13.1110971363--soft-0-100-0,4
opt,normalized-t2001.13queen13.1110971363--soft-33-100-0,25
opt,normalized-t2001.13queen13.1110971363--soft-66-100-0,59
opt,normalized-t2001.13queen13.1110971697--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110971697--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110971697--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110972154--soft-0-100-0,1
